id;sentiment;message
308;;carburator , tu n'imagines mme pas comment je m'en suis aperu ! Début décembre , je demande ma migration vers le VDSL 2 , non sans peine . Une boutique franchisé m'a dit que je ne pouvais y prétendre , énorme ! Mon espace client me signalait bien sur cette possibilité ! J'y étais allé car l'agence officielle était saturée . J'y suis allé plus tard ! Migration effectuée , j'ai été obligé de prendre la LB3 , mais on m'a bien dit suite à ma demande , que je pouvais la rendre par la suite . Pour infos , il a eu du mal a prendre ma demande , c'était tout au début de l'offre VDSL 2 . Mais aprés quelques temps , la migration est effective . Je raméne donc la LB3 , et l'on me donne la feuille de restitution de la LB3 , ou il est écrit que la facturation serait automatiquement rectifiée . Un mois plus tard , sur ma facture , je vois toujours la location de la box sur la facture . Et là je commets une erreur , j'aurais du me rendre en agence . Je contacte par mail Orange , je ne le ferais jamais plu , juste pour signaler mon du . On me repond en me disant que la prise en compte de ma demande était effective et en cours de traitement . Là , quelques jours aprés , internet est coupé vers 18h , un lundi . Et là avoir un modem évolué m'a permis de voir qu'il y avait la synchronisation mais plus d'accés internet . Je suis fou , j'appelle le 3900 . Je tombe sur une dame compétente , une chance . Elle me dit que la restitution de la LB3 sur VDSL 2 , implique une redescente en ADSL 2 + , énorme . Je lui explique et lui relit le courrier . Elle ne peut répondre . Je demande de repasser en VDSL 2 , elle ne peut le faire . On se quitte bon ami ! Le lendemain , je redescends à mon agence officielle , je ré-explique ce qui m'arrive , peu de monde en agence , top . L'agent me confirme les dire du 3900 . Je lui relis mon mail de rectification de facture , la réponse et la feuille de restitution de matériel . Pas de réponse , je sens bien le malaise . Tout cela c'est passer de faon agréable . Elle a pu prendre la main sur ma demande de repasser en VDSL 2 et je suis reparti avec la LB3 , qui est bien rangé dans son carton . Cette correction pour le retour en VDSL 2 a été rapide . Je suis donc resté sans internet pendant une semaine , sans en avoir fait la demande . Certaines de mes migrations ont été effectué en ligne avec la possibilité de ne pas prendre la box . D'autres fois en agence , ou j'e l'ai restitué avec correction sur la facture suivante . Avoir le choix ! La direction commerciale prend d'excellente solution . Mon modem Asus DSL-AC68U , acheté en occasion , exploite parfaitement ma ligne . Je conviens que sur le VDSL 2 , c'est moins flagrant , juste 1 à 2 méga de difference . J'ai vérifié cela sur ma premiére LB3 . Je n'ai jamais ouvert la deuxieme . Par contre en ADSL , la différence se situait sur ma ligne entre 4 à 5 méga , c'est pas rien . Je concois bien que tout le monde ne puisse pas faire ces constats . Que la majorité veut que une fois branché cela fonctionne . Je ne pense pas demandé la lune , non plus . Un peu de bon sens , rien de plus . La vente forcée est d'un autre temps .
309;;"bonjour vax4 , vérification faite , effectivement , le VDSL2 ne fontionne qu'avec la livebox play. lors d'un changement de adsl vers vdsl ,; l'usager a 28j pour connecter la liveboxplay et  déclencher le vdsl , passé ce délai l'internet se coupe . En rendant la livebox play , le systme ne la détecte plus et redescend en adsl donc je comprends ton aventure....   cdlt Jet sans Abo/LB3/IHD92/"
310;;Je surfe depuis plus de deux mois avec un modem router Asus DSL-AC68U ! Il fonctionne parfaitement sur ma ligne VDSL 2 ! La deuxiéme livebox play n'a jamais quitté son carton ! C'est un fait , mon modem dépasse de loin , la livebox play ! Et il existe d'autres marques qui font encore mieux !  Il est déplorable , commercialement pas terrible , d'imposer un modem routeur . Si encore , il était excellent ! Il fait juste le job ! Si vous avez une bonne ligne , a passe .
311;;ah..ok.  il faut juste que le livebox soit sur le dossier alors .... cqfd..   et la voip ? Jet sans Abo/LB3/IHD92/
312;;"Justement pour la voip , dans mon cas je n'en vois plus l'intért ! J'ai un abonnement Orange mobile , et la couverture mobile dans mon quartier est grandement amélioré ! J'ai la 4G avec 2 barres sur mon Note 4 . Top ! Et grace à l'application livebox phone ,installé sur mon Note 4 acheté nu , j'utilise le ""09"" sans soucis en wifi avec mon modem routeur Asus DSL-AC68U . Pas besoin de combiné supplémentaire ."
313;;Bonjour,   J'utilise le meme routeur que vous, la solution est de changer d'abonement en boutique (je suis passé de Open Zen 500 mo à ZEN 1 go) et demander au conseiller (tres sympa ) de ne pas prendre la Livebox, il scan la Livebox pour la sortir et la rescan pour la rerentrer dans ses stocks. Essayé de la ramener en boutique. Je ne trouve pas normal qu'un FAI oblige d'utilisé leur materiel (qui vaut pas grand chose). Chez la concurrence, c'est pas mieux non plus.   Bon courage
314;;Bonjour,   Si vous avez rendu/pas pris votre livebox play en offre vdsl, soit les 3 euros de location vont continuer à vous etre facturé, soit vous allez repasser en adsl (si le retour dela livebox a été prise en compte). Les livebox play sont imposés en vdsl, ou alors on repasse en adsl.
315;;"Je confirme la réponse de aerotech  ;-) . J'ai vécu cette aventure en voulant ramener la livebox play . C'était au tout début des abonnements VDSL mme certains vendeurs ne connaissaient pas cette obligation !  Je paye , 3€ par mois  pour un modem rangé dans sa boite !  Je trouve que imposer un modem routeur , faire comme les autres , c'est pas l'idée du siécle . Bof , bof !"
316;;Salut à vous tous.   Comment cela ce fait-il que pour l'offre découverte y a une double facturation ce mois-ci !!!   Premier prélvement de 24€ fait à la date habituelle, et un second prélvement de 28€ TTC, prévu pour  le 29/11     Bon Lundi ----------------------------------------------------------------------- Il y a pire que de ne pas réussir, il y a, ne pas essayer ! Résolu ! Accéder à la solution.
317;;johann a écrit : Salut à vous tous.   Comment cela ce fait-il que pour l'offre découverte y a une double facturation ce mois-ci !!!   Premier prélvement de 24€ fait à la date habituelle, et un second prélvement de 28€ TTC, prévu pour  le 29/11     Bon Lundi Problme résolu !!!! ----------------------------------------------------------------------- Il y a pire que de ne pas réussir, il y a, ne pas essayer !
318;;Bonjour, Je suis dans le mme cas que vous. Comment avez-vous résolu le problme de cette double facturation sur novembre ? Cordialement.
319;;Bonjour,   Mme problme ici. Comment avez vous résolu votre problme ?
320;;Salut  @fredo08_  @Alexandre_mo_  Un C/C d'un mail du service client   Votre offre Découverte a techniquement évolué. Elle a été traité sur le plan comptable comme une nouvelle offre et vous avez ainsi reu une facture initiale qui compte, en sus de la période mensuelle d'abonnement à venir, quelques jours abonnement depuis la mise en service de la nouvelle offre. Ceci explique le montant inhabituel. Vous avez reu aussi la facture ordinaire de l'ancienne offre. Le mois d'abonnement a été interrompu en cours, et un rembousement sous forme d'avoir vous sera reversé lors de votre prochaine facture. ----------------------------------------------------------------------- Il y a pire que de ne pas réussir, il y a, ne pas essayer !
321;;Je suis dans le meme cas: Le 04/11/2015 facture normale de 21 € rien à dire! Le 17/11/2015 nouvelle facture de 21.70 € ? avec création d'un nouveau compte de prélvement daté du 11/11/2015 et sans en etre averti ?? Le 16/12/2015 nouvelle facture de 7.00 € ? Je les ai contacté 2 fois et RIEN, malgrés les promesse de régulisation. Ou est l'érreur !
322;;  Bonjour,   Je viens sur ce forum pour vous dire que Orange se moque des clients. Effectivement vous avez mis en place une nouvelle offre découverte depuis fin 2015. Mais pour faire simple, comme dans mon cas, le changement est intervenu en milieu de mois et du coup aprs régularistation de la facturation, on s'apercoit que maintenant on paie l'abonnement pour les quinze jours du mois en cours + les quinze jours du mois qui vient.   Donc résultat des courses, on paie un abonnement à l'avance pour une prestation qui n'est pas encore assurée ! Et lorsque la coupure internet intervient, Orange ne fait pas d'avoir pour manquement au service rendu. J'en ai la preuve car en 2010, la ligne internet est tombée en panne pendant une semaine. Lorsque j'ai eu un conseiller au téléphone il m'avait assuré à l'époque qu'un geste commercial serai fait et il n'y a jamais rine eu au bout du compte. Ce conseiller m'a menti.  Je considre cela comme anormal. Pour un abonnement à 21 € cela fait donc une avance de trésorerie pour Orange de 10,50 €. Si vous multiplier cela par plusieurs milliers voir millions de clients, on imagine aisément la rentrée de trésorerie pour Orange.   Il est vrai que c'est trop compliqué de faire le changement en début de mois. Je pense qu'un changement d'opérateur me fera du bien.
323;;Bonjour @Lithium0726_Les abonnements ont toujours été facturés au terme à échoir c'est a dire à l'avance que ce soit du 01er au 31 ou du 15 au 14.
324;;Bonjour, je me sépare de mon conjoint, nous avons actuelement un contrat avec mobile et fixe et internet, nous allons surement continuer de meme mais chacun de notre coté, le plus simple est de laisser la box chez moi qui ai le fixe ou de la demenager chez lui qui a le mobile? et si je passe chez soch et que lui non? il est plus simple qu'il garde la boxe? mais je ne pourrais pas garder le meme numéri de fixe? Merci!
325;;Bonjour,   Le plus simple est de résilier ce contrat open puisque il est sans doute au nom de Mr et Mme.   Si vous restez dans votre habitation actuelle, vous pouvez conserver votre numéro de fixe et la box et passer chez soch .   Mais vous avez un seul mobile pour 2 sur cette offre open ?
326;;Peut on payez une facture par virement ?
327;;@tlemceni5413_ Bonsoir je pense que oui .... maintenant il faudrais avoir avec orange par téléphone au service clients afin de voir cela avec eux ...     je vous souhaite une bonne soirée
328;;Bonjour @tlemceni5413 , Ce lien vous aidera dans votre recherche Facture : les différents moyens de paiement Bonne journée.
329;;Bonjour ,   Je souhaieterais recevoir l'ensemble des factures internet pour l'année 2015 .   Merci d'avance
330;;Salut @mirandol_  Tu arrives pas à les imprimés depuis ton espace client ? ----------------------------------------------------------------------- Il y a pire que de ne pas réussir, il y a, ne pas essayer !
331;;"Bonjour @mirandol,  Vous pouvez éditer vos factures depuis votre espace client .   N'hésitez pas à cliquer en haut à droite sur ""Besoin d'aide ?"", pour  échanger en direct avec un conseiller clients. Bonne journée"
332;;ma dernire facture
333;;Bonjour @cantiflas  Afin de vous venir en aide à propos de votre facture, pouvez vous m'envoyer en message privé vos coordonnées : numéro compte internet, numéro de téléphone, numéro de portable, nom et adresse actuelle et une adresse mail valide. C'est la dernire facture que vous voulez? Bonne journée. Philippe
334;;Bonjour.   Venant de souscrire à une offre Orange Fibre, je voudrais qu'on me dégrille mon adresse mail pour que je puisse la récuperer sur mon compte internet.   Merci.   CDT   Laurent.L
335;;bonjour @Suprakilleurz_  si cela fait moins de 6 mois le demander au service client,sinon attendre le passage d'un webconseiller   bonne journée ---------------------------------------------------------- l'obstination est le chemin de la réussite charlie chaplin
336;;Cela fait moins de 6 mois oui. Mais mon adresse mail était liée sur une offre mobicarte que je n'ai plus depuis quelques jours. C'est pour cela que je demande le dégrillage pour le lier à mon compte internet.   Merci.
